question_type,level_1,document_id,document_source,document_url,category,umls_cui,umls_semantic_types,umls_semantic_group,synonyms,question_id,question_focus,question,answer
inheritance,203,0000438,GHR,https://ghr.nlm.nih.gov/condition/greenberg-dysplasia,,C2931048,T047,Disorders,"chondrodystrophy, hydropic and prenatally lethal type|Greenberg skeletal dysplasia|HEM dysplasia|HEM skeletal dysplasia|hydrops - ectopic calcification - moth-eaten skeletal dysplasia|moth-eaten skeletal dysplasia",0000438-4,Greenberg dysplasia,Is Greenberg dysplasia inherited?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition."
inheritance,3068,0000444,GHR,https://ghr.nlm.nih.gov/condition/gyrate-atrophy-of-the-choroid-and-retina,,C0018425,T047,Disorders,gyrate atrophy|HOGA|hyperornithinemia with gyrate atrophy of choroid and retina|OAT deficiency|OKT deficiency|ornithine aminotransferase deficiency|ornithine-delta-aminotransferase deficiency|ornithine keto acid aminotransferase deficiency|Ornithinemia with gyrate atrophy,0000444-4,gyrate atrophy of the choroid and retina,Is gyrate atrophy of the choroid and retina inherited?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition."
inheritance,4353,0000590,GHR,https://ghr.nlm.nih.gov/condition/legius-syndrome,,C1969623,T047,Disorders,neurofibromatosis type 1-like syndrome|NFLS,0000590-4,Legius syndrome,Is Legius syndrome inherited?,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder."
inheritance,1608,0000277,GHR,https://ghr.nlm.nih.gov/condition/dentinogenesis-imperfecta,,C0011436,T019|T047,Disorders,DGI|Hereditary Opalescent Dentin,0000277-4,dentinogenesis imperfecta,Is dentinogenesis imperfecta inherited?,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder. In most cases, an affected person has one parent with the condition."
inheritance,2748,0000452,GHR,https://ghr.nlm.nih.gov/condition/hepatic-lipase-deficiency,,C3151466,T047,Disorders,HL deficiency|hyperlipidemia due to hepatic triglyceride lipase deficiency|LIPC deficiency,0000452-4,hepatic lipase deficiency,Is hepatic lipase deficiency inherited?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition."
inheritance,1868,0000712,GHR,https://ghr.nlm.nih.gov/condition/naegeli-franceschetti-jadassohn-syndrome-dermatopathia-pigmentosa-reticularis,,C0406778|C0343111,T019|T047,Disorders,DPR|Franceschetti-Jadassohn syndrome|Naegeli-Franceschetti-Jadassohn syndrome|Naegeli syndrome|NFJ syndrome|NFJS|NFJS/DPR,0000712-4,Naegeli-Franceschetti-Jadassohn syndrome/dermatopathia pigmentosa reticularis,Is Naegeli-Franceschetti-Jadassohn syndrome/dermatopathia pigmentosa reticularis inherited?,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder."
inheritance,3703,0000708,GHR,https://ghr.nlm.nih.gov/condition/myostatin-related-muscle-hypertrophy,,C2931112,T019,Disorders,Muscle hypertrophy syndrome,0000708-4,myostatin-related muscle hypertrophy,Is myostatin-related muscle hypertrophy inherited?,"Myostatin-related muscle hypertrophy has a pattern of inheritance known as incomplete autosomal dominance. People with a mutation in both copies of the MSTN gene in each cell (homozygotes) have significantly increased muscle mass and strength. People with a mutation in one copy of the MSTN gene in each cell (heterozygotes) also have increased muscle bulk, but to a lesser degree."
inheritance,3973,0000286,GHR,https://ghr.nlm.nih.gov/condition/dihydrolipoamide-dehydrogenase-deficiency,,C3492932|C0268193,T047,Disorders,"dihydrolipoyl dehydrogenase deficiency|DLD deficiency|E3 deficiency|lactic acidosis due to LAD deficiency|lactic acidosis due to lipoamide dehydrogenase deficiency|lipoamide dehydrogenase deficiency|maple syrup urine disease, type III",0000286-4,dihydrolipoamide dehydrogenase deficiency,Is dihydrolipoamide dehydrogenase deficiency inherited?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition."
inheritance,4703,0000585,GHR,https://ghr.nlm.nih.gov/condition/lattice-corneal-dystrophy-type-i,,C1690006|C0010036,T047,Disorders,Biber-Haab-Dimmer dystrophy,0000585-4,lattice corneal dystrophy type I,Is lattice corneal dystrophy type I inherited?,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder. In most cases, an affected person has one parent with the condition."
inheritance,3348,0000680,GHR,https://ghr.nlm.nih.gov/condition/mucopolysaccharidosis-type-iii,,C0026706,T019|T047,Disorders,MPS III|mucopolysaccharidosis III|Sanfilippo syndrome,0000680-4,mucopolysaccharidosis type III,Is mucopolysaccharidosis type III inherited?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition."
inheritance,3033,0000652,GHR,https://ghr.nlm.nih.gov/condition/mevalonate-kinase-deficiency,,C0342731,T047,Disorders,"hyper IgD syndrome|hyperimmunoglobulin D with periodic fever|hyperimmunoglobulinemia D|mevalonic aciduria|mevalonicaciduria|periodic fever, Dutch type",0000652-4,mevalonate kinase deficiency,Is mevalonate kinase deficiency inherited?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition."
inheritance,1393,0000670,GHR,https://ghr.nlm.nih.gov/condition/mowat-wilson-syndrome,,C1856113,T047,Disorders,"Hirschsprung disease-mental retardation syndrome|microcephaly, mental retardation, and distinct facial features, with or without Hirschsprung disease|MWS",0000670-4,Mowat-Wilson syndrome,Is Mowat-Wilson syndrome inherited?,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder."
inheritance,1028,0000986,GHR,https://ghr.nlm.nih.gov/condition/townes-brocks-syndrome,,C0265246,T019,Disorders,anal-ear-renal-radial malformation syndrome|deafness-imperforate anus-hypoplastic thumbs syndrome|imperforate anus-hand and foot anomalies syndrome|renal-ear-anal-radial syndrome (REAR)|sensorineural deafness-imperforate anus-hypoplastic thumbs syndrome|Townes syndrome,0000986-4,Townes-Brocks Syndrome,Is Townes-Brocks Syndrome inherited?,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder."
inheritance,3578,0000911,GHR,https://ghr.nlm.nih.gov/condition/sickle-cell-disease,,C0002895,T047,Disorders,HbS disease|Hemoglobin S Disease|SCD|Sickle cell disorders|Sickling disorder due to hemoglobin S,0000911-4,sickle cell disease,Is sickle cell disease inherited?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition."
inheritance,893,0000990,GHR,https://ghr.nlm.nih.gov/condition/trichohepatoenteric-syndrome,,C1857276,T047,Disorders,"diarrhea, fatal infantile, with trichorrhexis nodosa|diarrhea, syndromic|intractable diarrhea with phenotypic anomalies|phenotypic diarrhea of infancy|SD/THE|syndromic diarrhea|THE syndrome|THES|tricho-hepato-enteric syndrome",0000990-4,trichohepatoenteric syndrome,Is trichohepatoenteric syndrome inherited?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition."
inheritance,4348,0000586,GHR,https://ghr.nlm.nih.gov/condition/lattice-corneal-dystrophy-type-ii,,C0010036|C1628319,T047,Disorders,"amyloid cranial neuropathy with lattice corneal dystrophy|amyloidosis due to mutant gelsolin|amyloidosis V|amyloidosis, Finnish type|amyloidosis, Meretoja type|familial amyloid polyneuropathy type IV|familial amyloidosis, Finnish type|gelsolin-related amyloidosis|Kymenlaakso syndrome|lattice corneal dystrophy, gelsolin type|Meretoja syndrome",0000586-4,lattice corneal dystrophy type II,Is lattice corneal dystrophy type II inherited?,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder. Although a mutation in one copy of the gene can cause the disorder, people with mutations in both copies of the gene have more severe signs and symptoms."
inheritance,3238,0000525,GHR,https://ghr.nlm.nih.gov/condition/intrahepatic-cholestasis-of-pregnancy,,C0268318,T047,Disorders,obstetric cholestasis|pregnancy-related cholestasis|recurrent intrahepatic cholestasis of pregnancy,0000525-4,intrahepatic cholestasis of pregnancy,Is intrahepatic cholestasis of pregnancy inherited?,"Susceptibility to intrahepatic cholestasis of pregnancy is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to increase the risk of developing the disorder. Some women with an altered gene do not develop intrahepatic cholestasis of pregnancy. Many other factors likely contribute to the risk of developing this complex disorder."
inheritance,2133,0000893,GHR,https://ghr.nlm.nih.gov/condition/schindler-disease,,C1836544,T047,Disorders,"alpha-galactosidase B deficiency|alpha-galNAc deficiency, Schindler type|alpha-N-acetylgalactosaminidase deficiency|alpha-NAGA deficiency|angiokeratoma corporis diffusum-glycopeptiduria|GALB deficiency|Kanzaki disease|lysosomal glycoaminoacid storage disease-angiokeratoma corporis diffusum|NAGA deficiency|neuroaxonal dystrophy, Schindler type|neuronal axonal dystrophy, Schindler type",0000893-4,Schindler disease,Is Schindler disease inherited?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition."
inheritance,4443,0000816,GHR,https://ghr.nlm.nih.gov/condition/preeclampsia,,C0032914,T046,Disorders,gestational proteinuric hypertension|pre-eclampsia|pregnancy-induced hypertension|toxemia of pregnancy,0000816-4,preeclampsia,Is preeclampsia inherited?,"Most cases of preeclampsia do not seem to be inherited. The tendency to develop preeclampsia does seem to run in some families; however, the inheritance pattern is unknown."
inheritance,1288,0000213,GHR,https://ghr.nlm.nih.gov/condition/congenital-adrenal-hyperplasia-due-to-11-beta-hydroxylase-deficiency,,C1291314|C0001627|C0268292,T019|T047,Disorders,"11 beta hydroxylase deficiency|11b hydroxylase deficiency|adrenal hyperplasia, hypertensive form|deficiency of steroid 11-beta-monooxygenase|P450C11B1 deficiency|steroid 11 beta hydroxylase deficiency",0000213-4,congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency,Is congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency inherited?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition."
inheritance,9130,0003388,GARD,https://rarediseases.info.nih.gov/gard/9690/kienbocks-disease,,C0022682,T047,Disorders,Kienbock disease|Bilateral Kienbock's disease|Osteochondrosis,0003388-3,Kienbock's disease,Is Kienbock's disease inherited?,"There is currently no evidence that Kienbock's disease is inherited. However, the cause of Kienbock's disease is not known. It is possible that unidentified genetic factors contribute to the development of the condition."
inheritance,193,0001068,GHR,https://ghr.nlm.nih.gov/condition/zap70-related-severe-combined-immunodeficiency,,C0085110,T047,Disorders,selective T-cell defect|ZAP70-related SCID|zeta-associated protein 70 deficiency,0001068-4,ZAP70-related severe combined immunodeficiency,Is ZAP70-related severe combined immunodeficiency inherited?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition."
inheritance,738,0000601,GHR,https://ghr.nlm.nih.gov/condition/liddle-syndrome,,C0221043,T047,Disorders,pseudoaldosteronism|pseudoprimary hyperaldosteronism,0000601-4,Liddle syndrome,Is Liddle syndrome inherited?,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder."
inheritance,1108,0000400,GHR,https://ghr.nlm.nih.gov/condition/gaucher-disease,,C0017205,T047,Disorders,cerebroside lipidosis syndrome|Gaucher splenomegaly|Gaucher syndrome|Gaucher's disease|Gauchers disease|GD|glucocerebrosidase deficiency|glucocerebrosidosis|glucosyl cerebroside lipidosis|glucosylceramidase deficiency|glucosylceramide beta-glucosidase deficiency|glucosylceramide lipidosis|kerasin histiocytosis|kerasin lipoidosis|kerasin thesaurismosis|lipoid histiocytosis (kerasin type),0000400-4,Gaucher disease,Is Gaucher disease inherited?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition."
inheritance,2708,0001003,GHR,https://ghr.nlm.nih.gov/condition/type-1-diabetes,,C0011854,T047,Disorders,"autoimmune diabetes|diabetes mellitus type 1|diabetes mellitus, insulin-dependent|diabetes mellitus, type 1|IDDM|insulin-dependent diabetes mellitus|JOD|juvenile diabetes|juvenile-onset diabetes|juvenile-onset diabetes mellitus|T1D|type 1 diabetes mellitus",0001003-4,type 1 diabetes,Is type 1 diabetes inherited?,"A predisposition to develop type 1 diabetes is passed through generations in families, but the inheritance pattern is unknown."
inheritance,4153,0000356,GHR,https://ghr.nlm.nih.gov/condition/familial-idiopathic-basal-ganglia-calcification,,C0393590,T047,Disorders,bilateral striopallidodentate calcinosis|cerebrovascular ferrocalcinosis|FIBGC|striopallidodentate calcinosis,0000356-4,familial idiopathic basal ganglia calcification,Is familial idiopathic basal ganglia calcification inherited?,"FIBGC is inherited in an autosomal dominant pattern. Autosomal dominant inheritance means one copy of an altered SLC20A2 or PDGFRB gene in each cell is sufficient to cause the disorder. This condition appears to follow an autosomal dominant pattern of inheritance when the genetic cause is not known. In most cases, an affected person has one parent with the condition."
inheritance,1058,0000616,GHR,https://ghr.nlm.nih.gov/condition/mainzer-saldino-syndrome,,C1849437,T047,Disorders,"conorenal dysplasia|conorenal syndrome|Mainzer-Saldino chondrodysplasia|Mainzer-Saldino disease|MZSDS|renal dysplasia, retinal pigmentary dystrophy, cerebellar ataxia, and skeletal dysplasia|Saldino-Mainzer dysplasia|Saldino-Mainzer syndrome|short-rib thoracic dysplasia 9|SRTD9",0000616-4,Mainzer-Saldino syndrome,Is Mainzer-Saldino syndrome inherited?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition."
outlook,11670,0000196,NINDS,http://www.ninds.nih.gov/disorders/mitochondrial_myopathy/mitochondrial_myopathy.htm,,C0162670,T047,Disorders,,0000196-3,Mitochondrial Myopathy,What is the outlook for Mitochondrial Myopathy?,"The prognosis for patients with mitochondrial myopathies varies greatly, depending largely on the type of disease and the degree of involvement of various organs. These disorders cause progressive weakness and can lead to death."
outlook,11506,0000125,NINDS,http://www.ninds.nih.gov/disorders/syncope/syncope.htm,,C0039070,T184,Disorders,,0000125-3,Syncope,What is the outlook for Syncope?,"Syncope is a dramatic event and can be life-threatening if not treated properly. Generally, however, people recover completely within minutes to hours. If syncope is symptomatic of an underlying condition, then the prognosis will reflect the course of the disorder."
outlook,10918,0000177,NINDS,http://www.ninds.nih.gov/disorders/learningdisabilities/learningdisabilities.htm,,C0231170|C0751265,T048|T033,Disorders,,0000177-3,Learning Disabilities,What is the outlook for Learning Disabilities?,"Learning disabilities can be lifelong conditions. In some people, several overlapping learning disabilities may be apparent. Other people may have a single, isolated learning problem that has little impact on their lives."
outlook,11294,0000107,NINDS,http://www.ninds.nih.gov/disorders/schilders/schilders.htm,,C0007795,T047,Disorders,,0000107-3,Schilder's Disease,What is the outlook for Schilder's Disease?,"As with multiple sclerosis, the course and prognosis of Schilder's disease are unpredictable. For some individuals the disorder is progressive with a steady, unremitting course. Others may experience significant improvement and even remission. In some cases, Schilder's disease is fatal."
outlook,11770,0000224,NINDS,http://www.ninds.nih.gov/disorders/paroxysmal_choreoathetosis/paroxysmal_choreoathetosis.htm,,C1868682|C1869117,T047,Disorders,,0000224-3,Paroxysmal Choreoathetosis,What is the outlook for Paroxysmal Choreoathetosis?,"Generally, paroxysmal choreoathetosis lessens with age, and many adults have a complete remission. Because drug therapy is so effective, the prognosis for the disorder is good."
outlook,12716,0000014_2,CancerGov,https://www.cancer.gov/types/uterine/patient/uterine-sarcoma-treatment-pdq,,C0338113,T191,Disorders,,0000014_2-5,Uterine Sarcoma,What is the outlook for Uterine Sarcoma?,Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following: - The stage of the cancer. - The type and size of the tumor. - The patient's general health. - Whether the cancer has just been diagnosed or has recurred (come back).
outlook,11258,0000267,NINDS,http://www.ninds.nih.gov/disorders/thoracic/thoracic.htm,,C0039984,T047,Disorders,,0000267-3,Thoracic Outlet Syndrome,What is the outlook for Thoracic Outlet Syndrome?,"The outcome for individuals with TOS varies according to type. The majority of individuals with TOS will improve with exercise and physical therapy. Vascular TOS, and true neurogenic TOS often require surgery to relieve pressure on the affected vessel or nerve."
outlook,11170,0000114,NINDS,http://www.ninds.nih.gov/disorders/emptysella/emptysella.htm,,C0014008,T047,Disorders,,0000114-3,Empty Sella Syndrome,What is the outlook for Empty Sella Syndrome?,"ESS is not a life-threatening condition. Most often, and particularly among those with primary ESS, the disorder does not cause health problems and does not affect life expectancy."
outlook,10938,0000201,NINDS,http://www.ninds.nih.gov/disorders/multifocal_neuropathy/multifocal_neuropathy.htm,,C0393847,T047,Disorders,,0000201-3,Multifocal Motor Neuropathy,What is the outlook for Multifocal Motor Neuropathy?,"Improvement in muscle strength usually begins within 3 to 6 weeks after treatment is started. Most patients who receive treatment early experience little, if any, disability. However, there is evidence of slow progression over many years."
outlook,11834,0000231,NINDS,http://www.ninds.nih.gov/disorders/pdd/pdd.htm,,C0524528,T048,Disorders,,0000231-3,Pervasive Developmental Disorders,What is the outlook for Pervasive Developmental Disorders?,Early intervention including appropriate and specialized educational programs and support services plays a critical role in improving the outcome of individuals with PDD. PDD is not fatal and does not affect normal life expectancy.
outlook,11858,0000192,NINDS,http://www.ninds.nih.gov/disorders/metachromatic_leukodystrophy/metachromatic_leukodystrophy.htm,,C0023522,T047,Disorders,,0000192-3,Metachromatic Leukodystrophy,What is the outlook for Metachromatic Leukodystrophy?,The prognosis for MLD is poor. Most children within the infantile form die by age 5. Symptoms of the juvenile form progress with death occurring 10 to 20 years following onset. Those persons affected by the adult form typically die withing 6 to 14 years following onset of symptoms.
outlook,10914,0000176,NINDS,http://www.ninds.nih.gov/disorders/wallenbergs/wallenbergs.htm,,C0043019|C0039082,T047,Disorders,,0000176-3,Wallenberg's Syndrome,What is the outlook for Wallenberg's Syndrome?,The outlook for someone with Wallenbergs syndrome depends upon the size and location of the area of the brain stem damaged by the stroke. Some individuals may see a decrease in their symptoms within weeks or months. Others may be left with significant neurological disabilities for years after the initial symptoms appeared.
outlook,11798,0000152,NINDS,http://www.ninds.nih.gov/disorders/huntington/huntington.htm,,C0020179,T047,Disorders,,0000152-3,Huntington's Disease,What is the outlook for Huntington's Disease?,"Huntingtons disease causes disability that gets worse over time. People with this disease usually die within 15 to 20 years following diagnosis. At this time, no treatment is available to slow, stop or reverse the course of HD."
outlook,11198,0000276,NINDS,http://www.ninds.nih.gov/disorders/wilsons/wilsons.htm,,C0019202,T047,Disorders,,0000276-3,Wilson Disease,What is the outlook for Wilson Disease?,"Early onset of the disease may foretell a worse prognosis than later onset. If the disorder is detected early and treated appropriately, an individual with WD can usually enjoy normal health and a normal lifespan. If not treated, however, WD can cause brain damage, liver failure, and death. The disease requires lifelong treatment."
outlook,11518,0000118,NINDS,http://www.ninds.nih.gov/disorders/encephalopathy/encephalopathy.htm,,C0085584|C1963101,T047|T033,Disorders,,0000118-3,Encephalopathy,What is the outlook for Encephalopathy?,"Treating the underlying cause of the disorder may improve symptoms. However, the encephalopathy may cause permanent structural changes and irreversible damage to the brain. Some encephalopathies can be fatal."
outlook,11510,0000131,NINDS,http://www.ninds.nih.gov/disorders/hypotonia/hypotonia.htm,,C0026827,T033,Disorders,,0000131-3,Hypotonia,What is the outlook for Hypotonia?,"Hypotonia can be a life-long condition. In some cases, however, muscle tone improves over time."
outlook,11726,0000157,NINDS,http://www.ninds.nih.gov/disorders/hypersomnia/hypersomnia.htm,,C0917799,T184,Disorders,,0000157-3,Hypersomnia,What is the outlook for Hypersomnia?,"The prognosis for persons with hypersomnia depends on the cause of the disorder. While the disorder itself is not life threatening, it can have serious consequences, such as automobile accidents caused by falling asleep while driving. The attacks usually continue indefinitely."
outlook,10874,0000028,NINDS,http://www.ninds.nih.gov/disorders/arachnoiditis/arachnoiditis.htm,,C0003708,T047,Disorders,,0000028-3,Arachnoiditis,What is the outlook for Arachnoiditis?,Arachnoiditis is adisorder that causes chronic pain and neurological deficits and does not improve significantly with treatment.Surgery may only provide temporary relief. The outlook for someone witharachnoiditis iscomplicated by the fact that the disorder has no predictable pattern or severity of symptoms.
outlook,11286,0000073,NINDS,http://www.ninds.nih.gov/disorders/cofs/cofs.htm,,C0220722,T019,Disorders,,0000073-3,Cerebro-Oculo-Facio-Skeletal Syndrome (COFS),What is the outlook for Cerebro-Oculo-Facio-Skeletal Syndrome (COFS)?,COFS is a fatal disease. Most children do not live beyond five years.
outlook,13027,0000043_1,CancerGov,https://www.cancer.gov/types/vulvar/patient/vulvar-treatment-pdq,,C0375071|C0677055,T191,Disorders,,0000043_1-4,Vulvar Cancer,What is the outlook for Vulvar Cancer?,Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following: - The stage of the cancer. - The patient's age and general health. - Whether the cancer has just been diagnosed or has recurred (come back).
outlook,11502,0000079,NINDS,http://www.ninds.nih.gov/disorders/chronic_pain/chronic_pain.htm,,C0150055|C2020637,T047|T033,Disorders,,0000079-3,Chronic Pain,What is the outlook for Chronic Pain?,Many people with chronic pain can be helped if they understand all the causes of pain and the many and varied steps that can be taken to undo what chronic pain has done. Scientists believe that advances in neuroscience will lead to more and better treatments for chronic pain in the years to come.
outlook,11396,0000268,NINDS,http://www.ninds.nih.gov/disorders/trigeminal_neuralgia/trigeminal_neuralgia.htm,,C0040997,T047,Disorders,,0000268-3,Trigeminal Neuralgia,What is the outlook for Trigeminal Neuralgia?,"The disorder is characterized by recurrences and remissions, and successive recurrences may incapacitate the patient. Due to the intensity of the pain, even the fear of an impending attack may prevent activity. Trigeminal neuralgia is not fatal."
outlook,11666,0000169,NINDS,http://www.ninds.nih.gov/disorders/kleine_levin/kleine_levin.htm,,C0039082|C0206085,T047,Disorders,,0000169-3,Kleine-Levin Syndrome,What is the outlook for Kleine-Levin Syndrome?,Episodes eventually decrease in frequency and intensity over the course of eight to 12 years.
outlook,11098,0000116,NINDS,http://www.ninds.nih.gov/disorders/encephalitis_lethargica/encephalitis_lethargica.htm,,C0014040,T047,Disorders,,0000116-3,Encephalitis Lethargica,What is the outlook for Encephalitis Lethargica?,The course of encephalitis lethargica varies depending upon complications or accompanying disorders.
outlook,11356,0000137,NINDS,http://www.ninds.nih.gov/disorders/gss/gss.htm,,C0017495,T047,Disorders,,0000137-3,Gerstmann-Straussler-Scheinker Disease,What is the outlook for Gerstmann-Straussler-Scheinker Disease?,"GSS is a slowly progressive condition usually lasting from 2 to 10 years. The disease ultimately causes severe disability and finally death, often after the patient goes into a coma or has a secondary infection such as aspiration pneumonia due to an impaired ability to swallow."
outlook,11246,0000059,NINDS,http://www.ninds.nih.gov/disorders/reflex_sympathetic_dystrophy/reflex_sympathetic_dystrophy.htm,,C0458219,T047,Disorders,,0000059-3,Complex Regional Pain Syndrome,What is the outlook for Complex Regional Pain Syndrome?,"The prognosis for CRPS varies from person to person. Spontaneous remission from symptoms occurs in certain individuals. Others can have unremitting pain and crippling, irreversible changes in spite of treatment."
outlook,11730,0000156,NINDS,http://www.ninds.nih.gov/disorders/hydromyelia/hydromyelia.htm,,C0152444,T019,Disorders,,0000156-3,Hydromyelia,What is the outlook for Hydromyelia?,"Surgery may permanently or temporarily relieve symptoms, but it can also cause a number of severe complications. In rare cases, hydromyelia may resolve on its own without any medical intervention."
outlook,11854,0000019,NINDS,http://www.ninds.nih.gov/disorders/anencephaly/anencephaly.htm,,C2021655|C0002902,T019|T033,Disorders,,0000019-3,Anencephaly,What is the outlook for Anencephaly?,"The prognosis for babies born with anencephaly is extremely poor. If the infant is not stillborn, then he or she will usually die within a few hours or days after birth."
outlook,11006,0000210,NINDS,http://www.ninds.nih.gov/disorders/myotonia/myotonia.htm,,C0027125,T033,Disorders,,0000210-3,Myotonia,What is the outlook for Myotonia?,Myotonia is a chronic disorder. Symptoms may improve later in life.
outlook,11250,0000065,NINDS,http://www.ninds.nih.gov/disorders/Farbers/farbers.htm,,C0268255,T047,Disorders,,0000065-3,Farber's Disease,What is the outlook for Farber's Disease?,"Most children with the classic form of Farbers disease die by age 2, usually from lung disease. Children born with the most severe form of the disease usually die within 6 months, while individuals having a milder form of the disease may live into their teenage years or young adulthood."
outlook,11344,0000094,NINDS,http://www.ninds.nih.gov/disorders/dandywalker/dandywalker.htm,,C0010964,T047,Disorders,,0000094-3,Dandy-Walker Syndrome,What is the outlook for Dandy-Walker Syndrome?,"The effect of Dandy-Walker Syndrome on intellectual development is variable, with some children having normal cognition and others never achieving normal intellectual development even when the excess fluid buildup is treated early and correctly. Longevity depends on the severity of the syndrome and associated malformations. The presence of multiple congenital defects may shorten life span."
outlook,11538,0000050,NINDS,http://www.ninds.nih.gov/disorders/brachial_plexus/brachial_plexus.htm,,C0161446,T037,Disorders,,0000050-3,Brachial Plexus Injuries,What is the outlook for Brachial Plexus Injuries?,"The site and type of brachial plexus injury determines the prognosis. For avulsion and rupture injuries, there is no potential for recovery unless surgical reconnection is made in a timely manner. The potential for recovery varies for neuroma and neuropraxia injuries. Most individuals with neuropraxia injuries recover spontaneously with a 90-100% return of function."
outlook,11906,0000232,NINDS,http://www.ninds.nih.gov/disorders/pinchednerve/pinchednerve.htm,,C0273482,T037,Disorders,,0000232-3,Pinched Nerve,What is the outlook for Pinched Nerve?,"With treatment, most people recover from pinched nerve. However, in some cases, the damage is irreversible."
outlook,10978,0000172,NINDS,http://www.ninds.nih.gov/disorders/kluver_bucy/kluver_bucy.htm,,C0039082,T047,Disorders,,0000172-3,Klver-Bucy Syndrome,What is the outlook for Klver-Bucy Syndrome?,"There is no cure for Klver-Bucy syndrome. The disorder is not life-threatening, but the patient can be difficult to manage. With treatment, symptoms may slowly decline."
outlook,11610,0000251,NINDS,http://www.ninds.nih.gov/disorders/schizencephaly/schizencephaly.htm,,C0266484,T019|T047,Disorders,,0000251-3,Schizencephaly,What is the outlook for Schizencephaly?,The prognosis for individuals with schizencephaly varies depending on the size of the clefts and the extent of neurological disabilities.
outlook,11412,0000083,NINDS,http://www.ninds.nih.gov/disorders/mobius/moebius.htm,,C0221060,T019|T047,Disorders,,0000083-3,Moebius Syndrome,What is the outlook for Moebius Syndrome?,"There is no cure for Moebius syndrome. In spite of the impairments that characterize the disorder, proper care and treatment give many individuals a normal life expectancy."
outlook,11174,0000100,NINDS,http://www.ninds.nih.gov/disorders/picks/picks.htm,,C0236642|C0338451,T047,Disorders,,0000100-3,Frontotemporal Dementia,What is the outlook for Frontotemporal Dementia?,"The outcome for people with FTD is poor. The disease progresses steadily and often rapidly, ranging from less than 2 years in some individuals to more than 10 years in others. Eventually some individuals with FTD will need 24-hour care and monitoring at home or in an institutionalized care setting."
